mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
fixed,30,0.3,0.2,,1559,19.4287845609121,0.01246233775555619,-0.029726213592232997,0.40153944836433614,0.29940000000000005,-0.20059999999999995,0.2994000000000003,-0.20060000000000006
fixed,30,0.1,0.25,,1559,19.009348016221722,0.012193295712778525,0.09940000000000009,0.581783194355356,0.09940000000000009,-0.16991886423804653,0.09940000000000009,-0.2506000000000001
fixed,30,0.35,0.2,,1559,18.81337447348328,0.012067591067019422,-0.03140082135523621,0.39191789608723543,0.3494000000000001,-0.20059999999999995,0.3494000000000003,-0.20060000000000006
fixed,25,0.2,0.25,,1559,18.113261939503925,0.01161851311065037,-0.023327272727272707,0.4304041051956382,0.19939999999999997,-0.1677266485452533,0.19939999999999997,-0.2506000000000001
fixed,30,0.12,0.25,,1559,17.565016060377346,0.011266848018202274,0.019267549668874274,0.5323925593329057,0.1194000000000001,-0.17347164424676742,0.11940000000000033,-0.2506000000000001
fixed,30,0.15,0.2,,1559,17.52518624975485,0.011241299711196183,-0.00524285714285706,0.4868505452212957,0.14939999999999992,-0.20059999999999995,0.14940000000000014,-0.20060000000000006
fixed,25,0.4,0.25,,1559,17.259163265756584,0.01107066277469954,-0.03335850667406244,0.38037203335471453,0.3993999999999999,-0.16871904761904769,0.39940000000000014,-0.2506000000000001
fixed,25,0.45,0.25,,1559,17.07868888957946,0.010954899865028518,-0.03335850667406244,0.3790891597177678,0.44939999999999997,-0.16871904761904769,0.4494000000000002,-0.2506000000000001
fixed,25,2.0,0.25,,1559,17.020543871239216,0.010917603509454275,-0.03349473684210531,0.3758819756254009,0.3297535316568202,-0.16871904761904769,1.9994,-0.2506000000000001
fixed,25,0.3,0.25,,1559,16.94820703069508,0.01087120399659723,-0.03140082135523621,0.39127645926876203,0.29940000000000005,-0.16871904761904769,0.2994000000000003,-0.2506000000000001
